time_ms;accelaration_aX_g;accelaration_aY_g;accelaration_aZ_g;gyroscope_aX_mdps;gyroscope_aY_mdps;gyroscope_aZ_mdps;magnetometer_aX_mT;magnetometer_aY_mT;magnetometer_aZ_mT;euler_Yaw;euler_Roll;euler_Pitch;quaternion_aW;quaternion_aX;quaternion_aY;quaternion_aZ;linearise_acceleration_aX_g;linearise_acceleration_aY_g;linearise_acceleration_aZ_g;gravity_aX_g;gravity_aY_g;gravity_aZ_g
278055.0;-0.0010000000474974513;-0.25;0.9620000720024109;-3.75;-7.0625;-40.1875;4.0;-10.0;22.0;172.5625;0.25;17.3125;-0.0640869140625;0.01226806640625;-0.1500244140625;0.98651123046875;-0.005000000353902578;0.04100000113248825;0.02500000037252903;0.004000000189989805;-0.29100000858306885;0.9360000491142273
278065.0;0.0010000000474974513;-0.25699999928474426;0.9600000381469727;-3.75;-7.0625;-40.1875;-51.0;-28.0;19.0;172.5;0.25;17.3125;-0.064208984375;0.012451171875;-0.1502685546875;0.9864501953125;-0.003000000026077032;0.03400000184774399;0.024000000208616257;0.005000000353902578;-0.29200002551078796;0.9360000491142273
278075.0;0.004000000189989805;-0.2750000059604645;0.9500000476837158;-3.75;-7.0625;-40.1875;-85.0;-50.0;9.0;172.5;0.3125;17.375;-0.064208984375;0.01275634765625;-0.1507568359375;0.98638916015625;-0.0010000000474974513;0.017000000923871994;0.014000000432133675;0.005000000353902578;-0.2930000126361847;0.9350000619888306
278085.0;0.012000000104308128;-0.30300000309944153;0.9600000381469727;-3.75;-7.0625;-40.1875;-97.0;-63.0;-10.0;172.5;0.3125;17.4375;-0.064208984375;0.01312255859375;-0.15118408203125;0.986328125;0.006000000052154064;-0.009000000543892384;0.02500000037252903;0.006000000052154064;-0.2939999997615814;0.9350000619888306
278095.0;0.015000000596046448;-0.30900001525878906;0.9600000381469727;-3.75;-7.0625;-40.1875;-80.0;-68.0;-25.0;172.5;0.375;17.5;-0.06414794921875;0.01348876953125;-0.151611328125;0.98626708984375;0.00800000037997961;-0.014000000432133675;0.024000000208616257;0.007000000216066837;-0.2939999997615814;0.9350000619888306
278105.0;0.01600000075995922;-0.31200000643730164;0.9580000638961792;-1.5;-7.0625;-40.875;-32.0;-56.0;-34.0;172.5625;0.4375;17.5;-0.06396484375;0.01385498046875;-0.1517333984375;0.98626708984375;0.00800000037997961;-0.017000000923871994;0.023000001907348633;0.007000000216066837;-0.29500001668930054;0.9350000619888306
278115.0;0.015000000596046448;-0.3140000104904175;0.9520000219345093;-1.5;-7.0625;-40.875;19.0;-46.0;-42.0;172.5625;0.4375;17.5;-0.06378173828125;0.01409912109375;-0.151611328125;0.98626708984375;0.006000000052154064;-0.01900000125169754;0.017000000923871994;0.00800000037997961;-0.29500001668930054;0.9350000619888306
278125.0;0.009000000543892384;-0.3050000071525574;0.9540000557899475;-1.5;-7.0625;-40.875;56.0;-36.0;-35.0;172.5625;0.5;17.4375;-0.06365966796875;0.01434326171875;-0.15130615234375;0.986328125;0.0;-0.010000000707805157;0.01900000125169754;0.00800000037997961;-0.2939999997615814;0.9350000619888306
278135.0;0.0020000000949949026;-0.2939999997615814;0.956000030040741;-1.5;-7.0625;-40.875;71.0;-29.0;-19.0;172.5625;0.5;17.375;-0.0635986328125;0.01446533203125;-0.15093994140625;0.98638916015625;-0.006000000052154064;-0.0010000000474974513;0.020000001415610313;0.009000000543892384;-0.2930000126361847;0.9350000619888306
278145.0;-0.0010000000474974513;-0.28600001335144043;0.9550000429153442;-1.5;-7.0625;-40.875;79.0;-21.0;-6.0;172.5625;0.5;17.375;-0.0635986328125;0.0145263671875;-0.1505126953125;0.9864501953125;-0.010000000707805157;0.006000000052154064;0.01900000125169754;0.009000000543892384;-0.2930000126361847;0.9350000619888306
278155.0;-0.003000000026077032;-0.289000004529953;0.9570000171661377;-2.5625;-5.875;-39.75;70.0;-27.0;4.0;172.5625;0.5;17.3125;-0.06365966796875;0.0146484375;-0.150146484375;0.98651123046875;-0.012000000104308128;0.003000000026077032;0.021000001579523087;0.009000000543892384;-0.29200002551078796;0.9360000491142273
278165.0;-0.009000000543892384;-0.2880000174045563;0.9700000286102295;-2.5625;-5.875;-39.75;44.0;-31.0;8.0;172.5625;0.5625;17.3125;-0.06365966796875;0.0147705078125;-0.14984130859375;0.986572265625;-0.018000001087784767;0.003000000026077032;0.03400000184774399;0.009000000543892384;-0.29100000858306885;0.9360000491142273
278175.0;-0.01100000087171793;-0.29200002551078796;0.9600000381469727;-2.5625;-5.875;-39.75;20.0;-44.0;17.0;172.5625;0.5625;17.25;-0.06378173828125;0.014892578125;-0.14971923828125;0.986572265625;-0.021000001579523087;0.0;0.024000000208616257;0.010000000707805157;-0.29100000858306885;0.9360000491142273
278185.0;-0.003000000026077032;-0.29600000381469727;0.9590000510215759;-2.5625;-5.875;-39.75;9.0;-60.0;1.0;172.5625;0.5625;17.25;-0.0638427734375;0.01519775390625;-0.14971923828125;0.986572265625;-0.014000000432133675;-0.004000000189989805;0.02200000174343586;0.010000000707805157;-0.29100000858306885;0.9360000491142273
278195.0;0.004000000189989805;-0.30400002002716064;0.9570000171661377;-2.5625;-5.875;-39.75;10.0;-74.0;-11.0;172.5625;0.625;17.25;-0.0638427734375;0.01556396484375;-0.14959716796875;0.986572265625;-0.006000000052154064;-0.013000000268220901;0.020000001415610313;0.01100000087171793;-0.29100000858306885;0.9360000491142273
