time_ms;accelaration_aX_g;accelaration_aY_g;accelaration_aZ_g;gyroscope_aX_mdps;gyroscope_aY_mdps;gyroscope_aZ_mdps;magnetometer_aX_mT;magnetometer_aY_mT;magnetometer_aZ_mT;euler_Yaw;euler_Roll;euler_Pitch;quaternion_aW;quaternion_aX;quaternion_aY;quaternion_aZ;linearise_acceleration_aX_g;linearise_acceleration_aY_g;linearise_acceleration_aZ_g;gravity_aX_g;gravity_aY_g;gravity_aZ_g
21599.0;-0.11400000751018524;-0.02800000086426735;1.003000020980835;25.6875;-16.875;-29.5;2.0;1.0;1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.0;0.026000000536441803;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21609.0;-0.11500000208616257;-0.029000001028180122;0.999000072479248;25.6875;-16.875;-29.5;0.0;0.0;1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;-0.0020000000949949026;0.021000001579523087;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21619.0;-0.11500000208616257;-0.032999999821186066;0.9950000643730164;25.6875;-16.875;-29.5;-2.0;-1.0;1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;0.0;-0.0010000000474974513;0.023000001907348633;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21629.0;-0.11400000751018524;-0.03200000151991844;0.9960000514984131;25.6875;-16.875;-29.5;-1.0;-1.0;-3.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;-0.0010000000474974513;0.02800000086426735;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21639.0;-0.11500000208616257;-0.03100000135600567;1.0010000467300415;25.6875;-16.875;-29.5;-1.0;-1.0;-3.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.0;0.03400000184774399;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21649.0;-0.11500000208616257;-0.030000001192092896;1.0070000886917114;25.0;-16.875;-29.875;-1.0;2.0;0.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;0.0;0.0;0.029000001028180122;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21659.0;-0.11300000548362732;-0.029000001028180122;1.002000093460083;25.0;-16.875;-29.875;1.0;-1.0;1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.0;0.020000001415610313;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21669.0;-0.11400000751018524;-0.029000001028180122;0.9940000176429749;25.0;-16.875;-29.875;2.0;-1.0;-1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.003000000026077032;0.02800000086426735;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21679.0;-0.11400000751018524;-0.026000000536441803;1.002000093460083;25.0;-16.875;-29.875;1.0;1.0;-2.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;0.0;0.0010000000474974513;0.02800000086426735;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21689.0;-0.11300000548362732;-0.02800000086426735;1.002000093460083;25.0;-16.875;-29.875;1.0;1.0;-2.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;0.0;0.0010000000474974513;0.02800000086426735;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21699.0;-0.11400000751018524;-0.027000000700354576;1.0040000677108765;26.0625;-16.875;-28.6875;2.0;-1.0;0.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.0020000000949949026;0.032999999821186066;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21709.0;-0.11500000208616257;-0.027000000700354576;1.0070000886917114;26.0625;-16.875;-28.6875;-1.0;1.0;-2.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;0.0;0.0;0.01900000125169754;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21719.0;-0.11300000548362732;-0.030000001192092896;0.9930000305175781;26.0625;-16.875;-28.6875;1.0;4.0;-3.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.0010000000474974513;0.0;0.02500000037252903;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
21729.0;-0.11400000751018524;-0.030000001192092896;0.999000072479248;26.0625;-16.875;-28.6875;0.0;3.0;-1.0;359.9375;-6.625;1.75;0.9981689453125;-0.01544189453125;0.05816650390625;0.0;-0.003000000026077032;-0.0010000000474974513;0.02800000086426735;-0.11300000548362732;-0.030000001192092896;0.9730000495910645
